TaxonConcept,UUID,TaxonRank,AccordingTo,EIVEres-M,EIVEres-M.nw3,EIVEres-M.n,EIVEres-N,EIVEres-N.nw3,EIVEres-N.n,EIVEres-R,EIVEres-R.nw3,EIVEres-R.n,EIVEres-L,EIVEres-L.nw3,EIVEres-L.n,EIVEres-T,EIVEres-T.nw3,EIVEres-T.n
Geranium purpureum,d23d8a45-a7f5-4c4d-a83b-a90e8dbb4d48,Species,EuroMed,3.3,4.2,11,5.9,5.4,10,6.4,4.4,11,6.6,4.5,10,6.3,4.3,10
Geranium pusillum,91bf4b88-ea31-48ac-875b-0832884f1069,Species,EuroMed,3.5,3.5,20,6.7,5.7,18,5.7,5.6,16,7.0,5.2,17,4.5,3.6,18
Geranium pyrenaicum,34adf2e4-c3e5-4fea-8d01-0d9efdb439eb,Species,EuroMed,4.1,3.0,21,6.6,5.3,18,6.3,4.9,18,7.2,5.1,17,4.6,3.2,19
Geranium pyrenaicum subsp. lusitanicum,ec634052-2b31-4ff6-b741-3292b26ef211,Subspecies,EuroMed,2.6,2.5,1,6.0,2.9,1,6.2,2.8,1,8.0,2.8,1,3.9,2.6,1
Geranium pyrenaicum subsp. pyrenaicum,c3489791-9f3d-426d-ac75-e7275a724f6c,Subspecies,EuroMed,2.6,2.5,1,6.0,2.9,1,6.2,2.8,1,8.0,2.8,1,3.9,2.6,1
Geranium reflexum,5e140123-85c5-43a1-abd5-0baeacf96b94,Species,EuroMed,2.6,2.5,1,8.8,2.9,1,5.3,2.8,1,5.9,2.8,1,2.8,2.6,1
Geranium rivulare,a3c1fa4e-72ad-4b61-99a5-1bc6e2da72e2,Species,EuroMed,4.9,4.3,4,4.8,7.8,4,4.6,5.7,4,6.6,4.6,4,1.7,2.3,4
Geranium robertianum,a295af7a-ece8-4555-b7c1-adc2a8179e14,Species,EuroMed,4.7,4.2,24,7.1,5.4,20,5.9,5.5,20,4.3,6.6,19,4.3,4.8,18
Geranium robertianum aggr.,AG08844d-c250-4308-851d-ba8c664ca794,Species Aggregate,additionalAggregates,4.5,5.4,23,6.7,4.6,20,5.9,6.4,18,4.7,7.1,19,4.7,5.2,16
Geranium rotundifolium,1967ce26-89e8-407f-8f0f-915e1e7bcc4f,Species,EuroMed,3.2,3.1,19,5.3,5.3,15,6.8,4.4,16,7.0,5.2,15,5.4,4.1,17
Geranium ruprechtii,15780a48-64f2-4224-b87b-c1d31226c668,Species,EuroMed,4.4,2.5,1,3.3,2.9,1,5.7,2.8,1,7.5,2.8,1,2.5,2.6,1
Geranium sanguineum,a9c41fcd-a952-4ccd-accf-fb104c8ea7cc,Species,EuroMed,3.0,3.1,27,3.1,4.1,20,7.5,4.9,23,6.8,6.2,20,4.6,3.6,22
Geranium sibiricum,8a2b8ea5-e717-4935-8e08-784ca3ae38dd,Species,EuroMed,4.5,3.2,11,5.8,6.2,9,6.5,4.3,10,7.1,4.3,8,4.2,3.8,10
Geranium subargenteum,1497ee22-0c33-4f30-ae44-3d4090abea56,Species,EuroMed,3.7,2.4,2,1.2,3.3,2,4.5,9.0,2,8.8,4.3,2,3.6,2.5,2
Geranium subcaulescens,9c99f886-48c7-4c87-b9d7-c79d4c23bd38,Species,EuroMed,3.0,2.0,1,,,,6.4,2.0,1,,,,4.9,2.3,1
Geranium sylvaticum,4f551b65-c961-4a7f-b9af-2212d800873e,Species,EuroMed,5.0,3.3,26,6.5,5.9,19,5.9,4.9,22,5.2,6.5,18,2.8,3.7,19
Geranium sylvaticum aggr.,AGb9e5bd-c7d8-4bbd-8be3-7fd972cca55f,Species Aggregate,additionalAggregates,5.0,3.1,26,6.2,7.6,19,5.9,6.4,22,5.4,6.7,19,2.8,5.5,19
Geranium tuberosum,f5637b8f-efb4-40c9-9f47-1f2ddc812598,Species,EuroMed,3.5,5.3,4,5.7,5.2,4,8.1,4.4,4,8.0,3.7,4,7.0,4.9,4
Geranium versicolor,15a3dc70-c3b8-4d2e-a5fa-09f9aeb4d9a9,Species,EuroMed,5.0,2.5,1,6.5,2.9,1,6.5,2.8,1,3.5,2.8,1,2.8,2.6,1
Geropogon hybridus,bb516b89-85dc-423f-8cd7-aa1f1dd05527,Species,EuroMed,3.4,3.1,4,6.2,4.2,4,6.9,5.1,4,9.0,3.5,4,7.0,4.6,4
Geum ?intermedium,AHaa067c-b9e9-479a-b6f5-18681c735ad6,Species,additionalHybrids,5.9,2.5,1,7.4,2.9,1,6.1,2.8,1,4.5,2.8,1,2.3,2.6,1
Geum ?sudeticum,AH104033-ca89-4284-a13c-ee29892991c0,Species,additionalHybrids,5.9,2.5,1,7.4,2.9,1,6.1,2.8,1,4.5,2.8,1,2.3,2.6,1
Geum aleppicum,dfae41c3-3f02-4259-be06-6ba9291bc1af,Species,EuroMed,4.7,3.0,9,6.1,3.8,5,7.0,4.6,5,4.7,5.1,5,4.0,3.6,7
Geum bulgaricum,416d7767-6457-410a-803b-e8748594bd3f,Species,EuroMed,4.7,2.5,1,3.2,2.9,1,7.9,2.8,1,10.0,2.8,1,5.2,2.6,1
Geum coccineum,ae63592d-67f8-4d74-9795-b23a93247e52,Species,EuroMed,6.2,2.5,2,7.2,2.4,1,5.4,2.2,1,5.4,2.2,1,4.1,2.3,1
Geum glaciale,dfbbc0c6-aa3c-42e8-8ac0-6b2560877d40,Species,EuroMed,5.0,1.5,1,,,,,,,7.8,2.8,1,0.9,2.4,1
Geum heterocarpum,81433455-86fa-4789-bdde-73048eb75166,Species,EuroMed,3.2,1.9,2,2.6,2.5,2,8.0,5.2,2,7.3,5.1,2,3.3,4.0,2
Geum hispidum,eae173fa-5ef2-4b3b-83bf-66c840a376b3,Species,EuroMed,3.9,3.0,2,5.0,3.0,2,6.2,2.9,2,7.2,3.2,2,3.3,4.8,2
Geum macrophyllum,f67fd7ab-c27a-4d4f-b254-7a3e779ab025,Species,EuroMed,4.3,2.5,1,7.0,2.9,1,6.2,2.8,1,4.9,2.8,1,3.7,2.6,1
Geum micropetalum,21c7c11e-5281-4404-852f-d4b186f3787c,Species,EuroMed,3.4,2.5,1,3.0,2.9,1,5.3,2.8,1,4.7,2.8,1,2.8,2.6,1
Geum molle,cc798127-b67d-447a-ad92-8666f5c87f96,Species,EuroMed,3.9,3.4,2,1.8,2.9,1,7.6,2.8,1,7.0,2.8,1,2.8,2.6,1
Geum montanum,b5b3d7ea-6b7f-4d22-8751-e0f483937bb0,Species,EuroMed,4.4,2.8,14,2.7,4.8,10,2.2,4.5,12,7.2,3.1,11,1.5,3.2,12
Geum pyrenaicum,32ba1b86-6f50-4e09-9fa6-0985c46eba23,Species,EuroMed,4.5,2.2,3,4.4,5.9,3,6.7,3.7,3,7.5,3.6,3,3.0,5.3,3
Geum reptans,af93130e-1ec7-4318-ae0e-55fc8fe3ce2f,Species,EuroMed,4.2,2.4,8,1.8,3.2,5,2.1,4.3,6,8.8,3.3,5,0.5,3.1,6
Geum rhodopeum,8070d8f1-f480-4b9f-b941-fbc97fe45daf,Species,EuroMed,6.0,3.3,1,,,,,,,,,,,,
Geum rivale,7df3a9bd-b1f4-44ec-b70c-781249ee3258,Species,EuroMed,6.1,3.2,25,5.1,6.1,18,5.8,5.9,18,5.8,4.9,19,3.3,5.8,15
Geum sylvaticum,406e20bd-57bd-46bc-b63f-b65c9d30a832,Species,EuroMed,2.9,2.6,4,3.6,5.1,4,6.9,5.0,4,6.4,6.6,4,4.9,4.7,4
Geum urbanum,b1b9c260-b06d-4582-bf16-23ed25e8665a,Species,EuroMed,4.7,3.5,27,7.4,4.4,19,6.6,5.6,20,4.0,6.5,20,4.2,3.5,21
Geum urbanum aggr.,AGf0ea71-5198-4951-9073-b60707133d27,Species Aggregate,additionalAggregates,4.5,6.3,27,6.9,6.5,19,6.7,6.2,18,4.3,6.9,20,4.2,5.7,21
Gladiolus anatolicus,04393fbc-7167-471b-9f56-80d318134e18,Species,EuroMed,,,,,,,,,,7.5,2.3,1,,,
Gladiolus communis,f985c341-c1da-4387-9aa2-3be04b75a92c,Species,EuroMed,4.2,3.1,3,3.3,3.7,3,5.9,5.0,3,7.6,3.3,3,5.7,2.4,2
Gladiolus communis aggr.,AGa15c77-d696-4161-9b99-05df7fff3d9e,Species Aggregate,additionalAggregates,4.8,7.1,22,3.6,7.2,17,7.1,6.6,19,7.4,6.4,16,4.8,6.1,17
Gladiolus gallaecicus,c3f1308b-2346-4c17-9f98-e1d101f6fdc7,Species,EuroMed,3.1,2.5,1,1.8,2.9,1,4.2,2.8,1,8.0,2.8,1,3.9,2.6,1
Gladiolus illyricus,131d1ce9-9f3b-49d3-bcd9-6871c688b96e,Species,EuroMed,4.2,5.1,7,3.8,6.0,6,6.6,4.9,7,7.2,8.1,6,5.6,4.7,6
Gladiolus imbricatus,65af402c-8f7c-4178-a13a-518740b7822f,Species,EuroMed,4.8,4.0,15,3.6,6.2,10,6.6,4.7,11,6.9,4.7,10,4.3,3.9,12
Gladiolus italicus,d09f611a-2438-4966-a5b6-4e9988f32d5d,Species,EuroMed,3.3,4.0,4,5.0,3.8,4,6.9,4.2,4,7.0,4.7,4,6.8,3.8,4
Gladiolus palustris,f6b94a56-b23f-4e20-9ad5-6ae762ae6473,Species,EuroMed,5.5,3.7,18,3.6,6.1,14,7.8,3.6,16,7.7,3.6,13,4.4,2.5,15
Gladiolus tenuis,5781c2e5-b381-46d0-a962-8966c290cf13,Species,EuroMed,4.4,2.5,1,3.3,2.9,1,5.7,2.8,1,7.5,2.8,1,2.5,2.6,1
Glandora diffusa,8fe37526-8f71-4eda-9508-e27a57ab4496,Species,EuroMed,3.2,1.9,2,2.3,3.2,2,6.9,3.7,2,7.7,3.3,2,4.2,2.7,2
Glandora prostrata,73f52733-cd38-42ef-8d04-b70f6f7e652a,Species,EuroMed,3.6,2.3,3,2.1,3.3,3,2.0,3.4,3,7.5,3.6,3,4.7,3.3,3
Glandora prostrata subsp. prostrata,f60ba3a4-0fff-4ea6-b9f0-6675229e8e35,Subspecies,EuroMed,3.3,2.5,1,1.5,2.9,1,2.6,2.8,1,7.0,2.8,1,5.2,2.6,1
Glandora rosmarinifolia,9392e681-95e7-480b-92dd-6891283caff4,Species,EuroMed,1.8,2.5,1,0.6,2.9,1,7.6,2.8,1,8.2,2.8,1,6.4,2.6,1
Glaucium corniculatum,ca3e99bd-b098-4498-a12a-18809ac7b686,Species,EuroMed,3.0,3.5,14,4.8,5.4,12,8.2,4.6,13,8.1,4.6,11,6.4,4.8,13
Glaucium corniculatum subsp. corniculatum,3db9e6ec-64bd-4f78-8b14-7af8aa5d2fd9,Subspecies,EuroMed,2.3,6.2,2,6.7,3.1,2,9.1,2.7,2,8.4,5.1,2,7.8,3.5,2
Glaucium flavum,c068ea6b-2165-4302-a48e-9bb09e6a21f7,Species,EuroMed,3.9,3.9,15,6.6,5.3,13,7.6,4.9,13,9.0,3.2,13,5.6,4.3,13
Glaux maritima,cab02355-6fee-40a1-813f-4852dcdf0a83,Species,EuroMed,5.8,3.5,17,5.2,4.9,13,7.3,5.7,13,7.2,5.4,12,4.3,4.0,11
Glebionis coronaria,7c1b5837-59a8-4d9e-9934-714fa64e8630,Species,EuroMed,2.9,3.8,5,7.3,5.0,5,7.5,4.6,5,8.2,4.0,5,7.2,3.8,5
Glebionis segetum,14f06357-5f35-4a2c-97b4-f2b3a7fdafeb,Species,EuroMed,4.4,3.2,18,5.5,4.6,16,5.0,4.2,17,7.4,4.1,16,5.2,4.6,16
Glechoma hederacea,d2099fc1-baf2-4f2c-9312-445205e7bd65,Species,EuroMed,4.9,3.4,27,6.9,5.0,20,6.2,6.3,19,5.4,6.5,19,4.3,4.1,21
Glechoma hederacea aggr.,AG6a903f-b1ad-4772-976f-8ca98b0a3d79,Species Aggregate,additionalAggregates,4.8,3.1,27,6.6,4.5,20,6.5,6.5,18,5.2,6.7,19,4.6,4.7,20
Glechoma hirsuta,df96faa1-66db-4ead-a771-2241f169e708,Species,EuroMed,4.4,3.1,17,5.7,5.9,13,6.8,5.1,16,4.5,6.0,13,4.7,4.0,16
Glechoma sardoa,185ea3d8-0f69-4c0f-addc-e15301aed304,Species,EuroMed,3.4,2.5,1,3.0,2.9,1,5.3,2.8,1,5.9,2.8,1,6.4,2.6,1
Gleditsia triacanthos,610927bc-e4e6-40da-9f8e-0fa81163460f,Species,EuroMed,4.1,4.5,4,5.8,6.6,4,6.0,5.8,4,6.7,6.5,4,5.7,4.4,4
Glinus lotoides,9ecb703b-c1f9-4efa-910d-68d81b8ee16e,Species,EuroMed,5.6,2.8,3,5.2,7.8,2,6.3,2.3,3,8.7,3.3,3,7.3,6.1,4
Globularia alypum,9d739c2d-7abf-4b43-8b67-28dd20eb8a70,Species,EuroMed,1.3,4.0,4,2.4,5.0,4,8.3,4.4,4,8.7,4.4,4,6.9,4.2,4
Globularia bisnagarica,1cdfa4c3-0056-4085-b63a-64ac2bea4084,Species,EuroMed,2.6,2.7,15,1.7,3.8,11,9.0,4.0,14,8.0,4.1,11,4.6,2.9,14
Globularia cordifolia,be01efa4-7044-4709-9818-366b3cd42cb1,Species,EuroMed,3.0,2.7,11,1.8,3.9,8,9.6,2.5,8,9.3,3.0,7,2.9,4.5,7
Globularia cordifolia aggr.,AGa70c93-391e-43dc-ab32-7ed2e943b205,Species Aggregate,additionalAggregates,2.9,4.8,14,1.7,6.3,11,9.1,6.3,11,9.1,3.6,10,2.9,6.2,11
Globularia incanescens,cf2c543e-c22c-41d5-a94c-5821202bfd89,Species,EuroMed,1.8,2.5,1,0.6,2.9,1,10.0,2.8,1,9.4,2.8,1,3.7,2.6,1
Globularia meridionalis,346cd19b-3930-4d53-b325-b0100e9e00a5,Species,EuroMed,2.5,3.2,2,1.6,4.2,2,9.9,2.4,2,9.6,2.6,2,2.5,4.5,1
Globularia neapolitana,ba7dadd6-99bb-46ea-a06f-8e160e72d862,Species,EuroMed,1.8,2.5,1,0.6,2.9,1,7.6,2.8,1,9.4,2.8,1,4.6,2.6,1
Globularia nudicaulis,da97c3c2-a873-4332-a1ca-229794b70e6e,Species,EuroMed,3.6,2.4,8,2.5,3.4,6,7.9,3.3,6,7.3,3.0,6,1.8,3.9,6
Globularia repens,1c3137f5-fb9b-4659-a231-bb7800e62f18,Species,EuroMed,2.3,3.2,5,1.0,3.5,5,7.9,5.3,5,9.0,3.7,5,2.9,4.6,5
Globularia trichosantha,ffd8492d-72a4-4be0-82c3-b750dbaf5924,Species,EuroMed,3.3,4.1,1,4.1,4.4,1,6.8,3.0,1,8.1,2.8,1,5.8,1.3,1
Globularia vulgaris,8a13f95d-01e8-41f3-8be5-ee6b55432bcf,Species,EuroMed,2.4,3.8,4,1.9,3.9,4,7.9,5.5,4,9.0,3.6,4,5.1,3.2,4
Globularia vulgaris aggr.,AGf911fc-df12-4639-b987-dee674a43fbe,Species Aggregate,additionalAggregates,2.4,4.0,7,1.5,3.7,6,8.4,6.2,7,8.5,5.6,6,4.9,3.1,7
Glyceria ?digenea,AHa8b29e-0a89-4518-8f0d-83f4d5fbc14c,Species,additionalHybrids,7.6,2.5,1,7.4,2.9,1,4.9,2.8,1,8.2,2.8,1,4.2,2.6,1
Glyceria arundinacea,4cb24a02-da5d-41d5-8364-02eca51e2561,Species,EuroMed,7.4,2.8,4,4.8,7.4,2,6.4,5.5,3,6.8,5.5,2,4.3,3.1,3
Glyceria declinata,1eaa1377-568a-4b1d-8c7d-fcfa69539ac5,Species,EuroMed,7.2,2.7,16,6.3,4.0,13,6.1,5.6,14,6.1,5.1,14,4.2,3.2,13
Glyceria declinata ? notata,AHd73ae8-d981-42cf-abc0-fedeaaf1cb06,Species,additionalHybrids,6.8,2.5,1,7.4,2.9,1,7.2,2.8,1,8.2,2.8,1,5.2,2.6,1
Glyceria fluitans,56b60477-2fce-4e17-8a04-6453e5c47c8f,Species,EuroMed,7.6,3.1,23,6.1,5.8,19,5.8,6.8,17,6.5,4.4,17,3.9,4.2,15
Glyceria fluitans aggr.,AG359a1f-2a45-464b-87fc-9e20ba13df2b,Species Aggregate,additionalAggregates,7.5,3.7,23,6.2,5.3,18,6.0,8.1,14,6.5,5.4,17,4.0,5.8,15
Glyceria grandis,6f3e7e13-d4b7-4556-b986-a8055e20f1f6,Species,EuroMed,8.1,2.5,1,7.0,2.9,1,6.2,2.8,1,7.4,2.8,1,3.7,2.6,1
Glyceria lithuanica,02202865-ae46-40f6-aefc-61552bec2bb9,Species,EuroMed,7.2,1.9,3,5.7,7.7,2,6.5,5.9,2,4.8,4.7,3,3.0,2.3,3
Glyceria maxima,6ef294b3-f666-481a-b4ca-3b15b7997dee,Species,EuroMed,7.9,3.0,23,8.6,5.1,18,7.6,3.9,20,8.0,4.9,16,4.1,3.2,18
Glyceria nemoralis,0b8ea764-47eb-40a7-b633-1e29abaf59cc,Species,EuroMed,7.4,2.9,12,6.9,4.7,7,6.9,4.7,9,6.2,7.6,8,4.2,2.8,10
Glyceria notata,868e130b-7e52-4c45-8261-c16b41059011,Species,EuroMed,7.6,3.0,25,7.3,6.2,20,7.0,4.9,21,7.2,4.6,19,4.1,4.1,21
Glyceria pedicellata,64aef5e4-a180-4d0e-98b4-f2844300573f,Species,EuroMed,8.0,3.2,2,6.4,3.2,2,5.9,4.8,2,7.5,4.1,2,4.2,2.6,1
Glyceria spicata,387fb539-211e-4671-a99b-14c1ae9ad46c,Species,EuroMed,7.6,2.5,1,6.2,2.9,1,4.9,2.8,1,8.2,2.8,1,7.1,2.6,1
Glyceria striata,62217544-e723-4b6e-8fff-45cc65daff50,Species,EuroMed,6.3,4.0,6,6.5,4.2,6,6.4,6.4,6,6.2,6.3,6,4.3,3.0,6
Glyceria striata subsp. striata,493d838a-c156-49bf-a1f5-383448182d99,Subspecies,EuroMed,5.9,2.5,1,6.2,2.9,1,6.1,2.8,1,4.5,2.8,1,4.2,2.6,1
Glycine max,f397544d-c745-4e90-ad66-303d78e300c6,Species,EuroMed,4.8,1.8,1,4.9,2.4,1,5.4,2.2,1,7.6,2.2,1,6.6,2.3,1
Glycyrrhiza aspera,09194879-e7bb-4337-866c-d564cf59d738,Species,EuroMed,1.3,2.2,1,,,,,,,,,,,,
Glycyrrhiza echinata,e312e2b6-b3ca-4c36-889e-ac4db17da40d,Species,EuroMed,5.4,2.9,6,4.5,4.1,4,6.9,7.3,5,7.6,3.6,3,5.9,3.3,5
Glycyrrhiza glabra,b9e4d29b-7f48-40d0-9e37-4b22ff3986de,Species,EuroMed,4.2,5.6,13,5.9,6.0,10,7.2,5.9,10,6.9,6.1,9,5.8,4.4,11
Glycyrrhiza uralensis,56620304-9bd9-42b9-a391-f962ae7ea60d,Species,EuroMed,3.6,1.8,1,,,,,,,,,,,,
Gnaphalium ?rompelii,AHa67a89-3df8-4d8d-b89c-5601e86bed8b,Species,additionalHybrids,5.9,2.5,1,3.9,2.9,1,2.6,2.8,1,7.0,2.8,1,1.3,2.6,1
Gnaphalium caucasicum,ff941a59-dcea-4b1f-a05a-aa5880baa452,Species,EuroMed,3.1,2.5,1,4.9,2.9,1,5.7,2.8,1,7.5,2.8,1,,,
Gnaphalium diminutum,d39f2e6e-e95d-4ab3-aea2-200cbad5e27c,Species,EuroMed,4.2,2.5,1,3.0,2.9,1,8.8,2.8,1,7.0,2.8,1,1.0,2.6,1
Gnaphalium hoppeanum,57ff1b4b-dc33-4b3c-9aa1-07cbf888c60f,Species,EuroMed,5.3,3.0,9,3.2,4.0,8,7.8,3.4,8,7.9,2.2,8,1.0,2.7,8
Gnaphalium norvegicum,ffc3b947-f1b2-4499-86c8-796338e5c53b,Species,EuroMed,4.3,3.2,14,4.3,5.0,11,3.5,4.3,13,6.7,3.9,12,1.8,3.0,12
Gnaphalium supinum,447171f3-2b0d-4c7e-b47c-e0da21740fdd,Species,EuroMed,5.6,4.2,16,3.5,5.0,14,3.2,5.2,15,7.6,4.9,13,1.2,3.7,13
Gnaphalium supinum aggr.,AG86edc4-62e3-4729-8d8c-21f1447f65ce,Species Aggregate,additionalAggregates,5.4,5.9,15,3.4,4.3,14,4.7,9.4,14,7.9,6.3,13,1.2,5.9,13
Gnaphalium sylvaticum,85b85af3-89d7-4986-b6ac-d989419e800b,Species,EuroMed,4.3,2.7,25,5.2,5.7,20,3.6,4.3,23,6.7,5.3,20,3.8,4.6,18
Gnaphalium sylvaticum aggr.,AGd28773-c7b7-410e-af84-1d4459838f11,Species Aggregate,additionalAggregates,4.3,4.5,21,4.9,5.0,18,3.7,3.8,21,6.9,3.9,18,2.8,5.9,17
Gnaphalium uliginosum,7903c6d7-0b24-46bf-bdff-7ea4bab4dfb4,Species,EuroMed,6.0,3.8,23,4.9,4.9,18,5.1,5.2,20,7.2,4.2,17,4.1,3.3,18
Gomphocarpus fruticosus,d76f8e70-7ddc-418e-85ab-80bd060a3c84,Species,EuroMed,3.9,5.2,2,6.8,2.9,2,6.2,4.4,2,8.4,4.2,2,8.1,2.3,2
Gomphrena globosa,76c24559-4df6-425a-9d25-c85c74d8af4e,Species,EuroMed,1.8,2.5,1,4.2,2.9,1,4.1,2.8,1,9.4,2.8,1,7.3,2.6,1
Goniolimon besserianum,7608596c-17ea-4b02-b286-8445e9286469,Species,EuroMed,1.5,3.2,3,4.1,4.4,1,7.7,3.4,2,8.8,1.4,1,5.9,3.3,2
Goniolimon collinum,8800ebb7-f96d-4a54-9c07-ee8a7ed71dae,Species,EuroMed,2.2,2.0,1,,,,7.4,2.0,1,,,,5.8,2.3,1
Goniolimon elatum,c2e53b50-f934-44e4-8ca0-5a706d4de0bb,Species,EuroMed,2.5,0.1,1,,,,,,,,,,,,
Goniolimon graminifolium,010c64fa-c480-46fc-b55a-325d3b9c301b,Species,EuroMed,2.1,3.6,2,3.6,7.7,1,7.6,3.0,1,8.8,1.4,1,5.2,1.3,1
Goniolimon italicum,26e18498-eca4-4f4e-96fa-0e227f74d9fc,Species,EuroMed,2.6,2.5,1,1.8,2.9,1,7.6,2.8,1,9.4,2.8,1,4.6,2.6,1
Goniolimon rubellum,e5bb9475-b47b-4476-b5d3-f4ca74d92730,Species,EuroMed,2.2,2.1,1,3.0,6.6,1,7.9,3.7,1,8.8,1.4,1,4.8,1.9,1
Goniolimon tataricum,0ccd46b2-ab93-4cc6-94da-fed2c1bb76fd,Species,EuroMed,1.9,3.8,3,4.1,4.4,1,7.7,2.7,2,8.8,1.4,1,5.5,3.1,2
Goodyera repens,c233cde0-739e-417e-8f52-b8e49011f5f7,Species,EuroMed,3.9,3.1,22,2.1,5.7,17,4.4,7.0,16,3.6,6.0,17,3.6,5.4,15
Gossypium herbaceum,5a986db4-7b68-44a8-ba82-2cd08bf8dfe4,Species,EuroMed,2.6,2.5,1,4.2,2.9,1,5.3,2.8,1,9.4,2.8,1,6.4,2.6,1
Gossypium hirsutum,e8971fb7-ff2f-4551-903d-c53be7a69061,Species,EuroMed,2.6,2.5,1,4.2,2.9,1,5.3,2.8,1,9.4,2.8,1,6.4,2.6,1
Grafia golaka,a65adb78-21db-48cd-8d7a-9673493d37fb,Species,EuroMed,3.7,2.3,3,3.3,5.4,2,8.7,4.4,2,6.2,3.8,2,3.5,2.7,2
Gratiola neglecta,38efb439-a481-47fa-b506-cb2b036e82c3,Species,EuroMed,6.4,1.8,1,4.9,2.4,1,5.4,2.2,1,7.6,2.2,1,5.8,2.3,1
Gratiola officinalis,fda40914-a43e-4d5b-8f93-bb247c3e8834,Species,EuroMed,6.7,3.7,20,4.6,5.2,14,6.6,5.0,15,6.8,4.2,13,4.9,3.6,16
Grindelia squarrosa,4eecb62a-adf7-414b-a002-7f360dc5a0cb,Species,EuroMed,3.0,3.6,1,5.2,4.4,1,7.2,2.2,1,8.1,2.8,1,5.2,2.6,1
Groenlandia densa,2fc4685b-3be5-4570-89d0-51b14d8f058a,Species,EuroMed,8.7,2.7,18,4.6,5.0,16,7.2,5.6,15,7.4,4.2,15,4.1,3.5,16
Guizotia abyssinica,c7a5b2a3-aad0-42e6-b207-b6f246ae9360,Species,EuroMed,3.6,3.1,4,7.9,3.3,4,6.4,3.8,3,8.2,3.0,4,6.5,2.7,4
Gunnera magellanica,AT214133-a7ca-4238-b9b8-34b4b2814db9,Species,additionalTaxa,5.6,2.5,1,,,,,,,6.1,2.8,1,,,
Gymnadenia archiducis-joannis,88a31f27-248b-455a-892b-7d37e45ab0ef,Species,EuroMed,4.0,1.8,1,2.5,2.4,1,9.8,2.2,1,7.6,2.2,1,0.8,2.3,1
Gymnadenia austriaca,5a72873c-b5a6-49d7-bbd0-862fc39b43fb,Species,EuroMed,3.4,2.4,2,1.8,2.7,2,7.1,4.9,2,8.8,4.0,2,1.1,2.9,2
Gymnadenia austriaca var. austriaca,29881fde-58d9-4946-8a39-7a7a9b8e6ae1,Variety,EuroMed,4.0,1.8,1,2.5,2.4,1,9.8,2.2,1,7.6,2.2,1,1.7,2.3,1
Gymnadenia austriaca var. gallica,AS4ff6fc-f0aa-480f-81c7-2b271827742c,Variety,additionalTaxa,4.0,1.8,1,2.5,2.4,1,7.6,2.2,1,7.6,2.2,1,0.8,2.3,1
Gymnadenia borealis,65432256-9ad7-47f5-ad01-7de34bc8529c,Species,EuroMed,5.9,2.5,1,1.5,2.9,1,7.2,2.8,1,8.2,2.8,1,2.3,2.6,1
Gymnadenia buschmanniae,35efb29d-1351-4664-9a0e-dc1f21639228,Species,EuroMed,4.0,1.8,1,2.5,2.4,1,7.6,2.2,1,7.6,2.2,1,0.0,2.3,1
Gymnadenia conopsea,f93d696c-5c74-4815-99d3-0c66d4d04158,Species,EuroMed,5.2,3.9,27,3.2,4.5,19,7.4,4.0,22,7.0,4.9,18,3.5,4.7,18
Gymnadenia corneliana,AS0bf95e-5f43-47a2-aad0-18dc78d18499,Species,additionalTaxa,4.0,1.8,1,2.5,2.4,1,7.6,2.2,1,7.6,2.2,1,0.8,2.3,1
Gymnadenia frivaldii,5163697a-46cd-4151-ac32-dd8f7604f0ec,Species,EuroMed,5.6,4.6,2,,,,3.4,2.0,1,,,,1.5,2.3,1
Gymnadenia gabasiana,AS5a0678-957a-4430-9c16-59754f5e5821,Species,additionalTaxa,4.1,3.2,2,2.2,3.5,2,7.0,5.0,2,9.5,2.9,2,2.6,4.5,2
Gymnadenia lithopolitanica,e6eb6121-2bd9-4887-815d-cf35a52c677c,Species,EuroMed,4.0,1.8,1,2.5,2.4,1,7.6,2.2,1,7.6,2.2,1,0.8,2.3,1
Gymnadenia nigra,50e57be4-79dc-420d-9c1a-c62e82aeeb85,Species,EuroMed,4.3,4.2,7,2.5,4.4,5,7.4,5.5,6,8.2,3.2,5,1.8,4.9,6
Gymnadenia nigra aggr.,AG905704-cf46-49ad-86c5-cd06d127543e,Species Aggregate,additionalAggregates,4.2,4.6,4,2.1,2.8,4,6.6,6.7,4,8.2,3.0,4,1.1,4.1,4
Gymnadenia odoratissima,f2b2647a-f4f4-4c3a-98f8-2dde694a4aaa,Species,EuroMed,4.4,4.1,20,2.2,5.1,16,8.4,4.9,17,7.0,4.8,15,3.9,5.2,15
Gymnadenia rhellicani,AS0fef5d-c47b-4154-994b-2a12de29e53e,Species,additionalTaxa,3.9,2.7,5,2.3,3.2,5,6.1,6.4,5,8.3,3.4,5,1.1,3.3,5
Gymnadenia rubra,7dfef742-55e2-4466-9d85-62e4ca2dcaa0,Species,EuroMed,3.9,2.7,3,2.3,2.8,2,8.5,5.2,3,7.9,2.7,2,2.0,7.1,3
Gymnadenia runei,52648232-07dd-4e90-a92b-71388742b144,Species,EuroMed,5.6,2.5,1,1.8,2.9,1,8.5,2.8,1,8.7,2.8,1,0.9,2.6,1
Gymnadenia stiriaca,0c7b7247-e161-4bba-b9c6-67a4c06d4c74,Species,EuroMed,4.0,1.8,1,2.5,2.4,1,9.8,2.2,1,7.6,2.2,1,0.8,2.3,1
